-3.168683747e+01    0.000000000e+00    0.000000000e+00
-3.160823747e+01    0.000000000e+00    0.000000000e+00
-3.152963747e+01    0.000000000e+00    0.000000000e+00
-3.145113747e+01    0.000000000e+00    0.000000000e+00
-3.137253747e+01    0.000000000e+00    0.000000000e+00
-3.129393747e+01    0.000000000e+00    0.000000000e+00
-3.121533747e+01    0.000000000e+00    0.000000000e+00
-3.113683747e+01    0.000000000e+00    0.000000000e+00
-3.105823747e+01    0.000000000e+00    0.000000000e+00
-3.097963747e+01    0.000000000e+00    0.000000000e+00
-3.090103747e+01    0.000000000e+00    0.000000000e+00
-3.082243747e+01    0.000000000e+00    0.000000000e+00
-3.074393747e+01    0.000000000e+00    0.000000000e+00
-3.066533747e+01    0.000000000e+00    0.000000000e+00
-3.058673747e+01    0.000000000e+00    0.000000000e+00
-3.050813747e+01    0.000000000e+00    0.000000000e+00
-3.042953747e+01    0.000000000e+00    0.000000000e+00
-3.035103747e+01    0.000000000e+00    0.000000000e+00
-3.027243747e+01    0.000000000e+00    0.000000000e+00
-3.019383747e+01    0.000000000e+00    0.000000000e+00
-3.011523747e+01    0.000000000e+00    0.000000000e+00
-3.003673747e+01    0.000000000e+00    0.000000000e+00
-2.995813747e+01    0.000000000e+00    0.000000000e+00
-2.987953747e+01    0.000000000e+00    0.000000000e+00
-2.980093747e+01    0.000000000e+00    0.000000000e+00
-2.972233747e+01    0.000000000e+00    0.000000000e+00
-2.964383747e+01    0.000000000e+00    0.000000000e+00
-2.956523747e+01    0.000000000e+00    0.000000000e+00
-2.948663747e+01    3.545200000e+00    9.140000000e-02
-2.940803747e+01    3.962800000e+00    8.460000000e-02
-2.932943747e+01    2.737000000e+00    4.680000000e-02
-2.925093747e+01    2.526200000e+00    3.220000000e-02
-2.917233747e+01    7.023200000e+00    5.340000000e-02
-2.909373747e+01    6.421400000e+00    3.440000000e-02
-2.901513747e+01    1.228400000e+00    3.000000000e-03
-2.893663747e+01    0.000000000e+00    0.000000000e+00
-2.885803747e+01    0.000000000e+00    0.000000000e+00
-2.877943747e+01    0.000000000e+00    0.000000000e+00
-2.870083747e+01    0.000000000e+00    0.000000000e+00
-2.862223747e+01    0.000000000e+00    0.000000000e+00
-2.854373747e+01    0.000000000e+00    0.000000000e+00
-2.846513747e+01    0.000000000e+00    0.000000000e+00
-2.838653747e+01    0.000000000e+00    0.000000000e+00
-2.830793747e+01    0.000000000e+00    0.000000000e+00
-2.822933747e+01    0.000000000e+00    0.000000000e+00
-2.815083747e+01    0.000000000e+00    0.000000000e+00
-2.807223747e+01    0.000000000e+00    0.000000000e+00
-2.799363747e+01    0.000000000e+00    0.000000000e+00
-2.791503747e+01    0.000000000e+00    0.000000000e+00
-2.783653747e+01    0.000000000e+00    0.000000000e+00
-2.775793747e+01    0.000000000e+00    0.000000000e+00
-2.767933747e+01    0.000000000e+00    0.000000000e+00
-2.760073747e+01    0.000000000e+00    0.000000000e+00
-2.752213747e+01    0.000000000e+00    0.000000000e+00
-2.744363747e+01    0.000000000e+00    0.000000000e+00
-2.736503747e+01    0.000000000e+00    0.000000000e+00
-2.728643747e+01    0.000000000e+00    0.000000000e+00
-2.720783747e+01    0.000000000e+00    0.000000000e+00
-2.712923747e+01    0.000000000e+00    0.000000000e+00
-2.705073747e+01    0.000000000e+00    0.000000000e+00
-2.697213747e+01    0.000000000e+00    0.000000000e+00
-2.689353747e+01    0.000000000e+00    0.000000000e+00
-2.681493747e+01    0.000000000e+00    0.000000000e+00
