-1.028563385409853037e-02 -2.361809045226130888e+00
-2.349357039911165179e-02 -2.326633165829145700e+00
-3.600396405169953296e-02 -2.291457286432160956e+00
-4.784248363229132162e-02 -2.256281407035175768e+00
-5.903428574445507282e-02 -2.221105527638191024e+00
-6.960401477489902566e-02 -2.185929648241206280e+00
-7.957580289347071512e-02 -2.150753768844221092e+00
-8.897327005315680548e-02 -2.115577889447236348e+00
-9.781952399008425614e-02 -2.080402010050251160e+00
-1.061371602235187117e-01 -2.045226130653266416e+00
-1.139482620558661119e-01 -2.010050251256281229e+00
-1.212744005726713314e-01 -1.974874371859296485e+00
-1.281366346426191516e-01 -1.939698492462311741e+00
-1.345555109175337605e-01 -1.904522613065326553e+00
-1.405510638323789474e-01 -1.869346733668341809e+00
-1.461428156052579364e-01 -1.834170854271356621e+00
-1.513497762374134692e-01 -1.798994974874371877e+00
-1.561904435132278057e-01 -1.763819095477387133e+00
-1.606828030002229180e-01 -1.728643216080401945e+00
-1.648443280490602125e-01 -1.693467336683417201e+00
-1.686919797935404475e-01 -1.658291457286432014e+00
-1.722422071506042041e-01 -1.623115577889447270e+00
-1.755109468203313872e-01 -1.587939698492462526e+00
-1.785136232859416139e-01 -1.552763819095477338e+00
-1.812651488137937139e-01 -1.517587939698492594e+00
-1.837799234533865067e-01 -1.482412060301507406e+00
-1.860718350373579411e-01 -1.447236180904522662e+00
-1.881542591814856225e-01 -1.412060301507537918e+00
-1.900400592846869241e-01 -1.376884422110552730e+00
-1.917415865290182930e-01 -1.341708542713567986e+00
-1.932706798796761105e-01 -1.306532663316582799e+00
-1.946386660849960537e-01 -1.271356783919598055e+00
-1.958563596764534842e-01 -1.236180904522613311e+00
-1.969340629686631150e-01 -1.201005025125628123e+00
-1.978815660593794823e-01 -1.165829145728643379e+00
-1.987081468294963071e-01 -1.130653266331658191e+00
-1.994225709430470783e-01 -1.095477386934673447e+00
-2.000330918472047470e-01 -1.060301507537688259e+00
-2.005474507722817545e-01 -1.025125628140703515e+00
-2.009728767317301434e-01 -9.899497487437187715e-01
-2.013160865221414464e-01 -9.547738693467335835e-01
-2.015832847232467695e-01 -9.195979899497483956e-01
-2.017801636979166535e-01 -8.844221105527640958e-01
-2.019119035921612404e-01 -8.492462311557789079e-01
-2.019831723351302732e-01 -8.140703517587937199e-01
-2.019981256391129021e-01 -7.788944723618094201e-01
-2.019604069995378226e-01 -7.437185929648242322e-01
-2.018731476949733317e-01 -7.085427135678390442e-01
-2.017389667871272718e-01 -6.733668341708547445e-01
-2.015599711208468647e-01 -6.381909547738695565e-01
-2.013377553241190721e-01 -6.030150753768843686e-01
-2.010734018080702346e-01 -5.678391959798991806e-01
-2.007674807669662387e-01 -5.326633165829148808e-01
-2.004200501782125721e-01 -4.974874371859296929e-01
-2.000306558023542403e-01 -4.623115577889445049e-01
-1.995983311830756834e-01 -4.271356783919602051e-01
-1.991215976472009985e-01 -3.919597989949750172e-01
-1.985984643046938003e-01 -3.567839195979898292e-01
-1.980264280486570827e-01 -3.216080402010046413e-01
-1.974024735553336074e-01 -2.864321608040203415e-01
-1.967230732841054597e-01 -2.512562814070351536e-01
-1.959841874774943538e-01 -2.160804020100499656e-01
-1.951812641611616328e-01 -1.809045226130656658e-01
-1.943092391439078803e-01 -1.457286432160804779e-01
-1.933625360176734753e-01 -1.105527638190952899e-01
-1.923350661575383147e-01 -7.537688442211099016e-02
-1.912202287217216468e-01 -4.020100502512580221e-02
-1.900109106515824042e-01 -5.025125628140614253e-03
-1.886994866716190100e-01 3.015075376884457370e-02
-1.872778192894694882e-01 6.532663316582887347e-02
-1.857372587959111865e-01 1.005025125628140614e-01
-1.840686432648612203e-01 1.356783919597992494e-01
-1.822622985533761397e-01 1.708542713567835492e-01
-1.803080383016519017e-01 2.060301507537687371e-01
-1.781951639330242865e-01 2.412060301507539251e-01
-1.759124646539683701e-01 2.763819095477382248e-01
-1.734482174540987187e-01 3.115577889447234128e-01
-1.707901871061696664e-01 3.467336683417086007e-01
-1.679256261660748706e-01 3.819095477386937887e-01
-1.648412749728477289e-01 4.170854271356780885e-01
-1.615233616486609070e-01 4.522613065326632764e-01
-1.579576020988267548e-01 4.874371859296484644e-01
-1.541292000117972516e-01 5.226130653266327641e-01
-1.500228468591635611e-01 5.577889447236179521e-01
-1.456227218956567537e-01 5.929648241206031400e-01
-1.409124921591474455e-01 6.281407035175874398e-01
-1.358753124706452431e-01 6.633165829145726278e-01
-1.304938254342999648e-01 6.984924623115578157e-01
-1.247501614374004614e-01 7.336683417085430037e-01
-1.186259386503756147e-01 7.688442211055273035e-01
-1.121022630267932141e-01 8.040201005025124914e-01
-1.051597283033609970e-01 8.391959798994976794e-01
-9.777841599992635746e-02 8.743718592964819791e-01
-8.993789541947565247e-02 9.095477386934671671e-01
-8.161722364813525643e-02 9.447236180904523550e-01
-7.279494555517099230e-02 9.798994974874375430e-01
-6.344909379298836749e-02 1.015075376884421843e+00
-5.355718879713171343e-02 1.050251256281407031e+00
-4.309623878628568439e-02 1.085427135678392219e+00
-3.204273976227443865e-02 1.120603015075376518e+00
-2.037267551006081631e-02 1.155778894472361706e+00
-8.061517597748094760e-03 1.190954773869346894e+00
