-4.000000000000000000e+00 1.595992114532458483e+00 2.829120429533864556e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932824e+00 1.206341527888587173e+00
-3.918367346938775420e+00 1.618471549016220923e+00 2.806640995050102561e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933268e+00 1.206341527888586951e+00
-3.836734693877550839e+00 1.640950983499983140e+00 2.784161560566340121e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933268e+00 1.206341527888587173e+00
-3.755102040816326703e+00 1.663430417983744913e+00 2.761682126082578126e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380933268e+00 1.206341527888586951e+00
-3.673469387755102122e+00 1.685909852467507131e+00 2.739202691598815687e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932380e+00 1.206341527888586951e+00
-3.591836734693877542e+00 1.708389286951269348e+00 2.716723257115053691e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933268e+00 1.206341527888587173e+00
-3.510204081632652962e+00 1.730868721435031343e+00 2.694243822631291252e+00 1.410518233160104273e+00 1.252975222669801880e+00 1.089290522380932824e+00 1.206341527888586951e+00
-3.428571428571428825e+00 1.753348155918793339e+00 2.671764388147529257e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380933268e+00 1.206341527888586951e+00
-3.346938775510204245e+00 1.775827590402555112e+00 2.649284953663768150e+00 1.410518233160104273e+00 1.252975222669801880e+00 1.089290522380932824e+00 1.206341527888586951e+00
-3.265306122448979664e+00 1.798307024886317773e+00 2.626805519180004822e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888587173e+00
-3.183673469387755084e+00 1.820786459370080212e+00 2.604326084696242827e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933268e+00 1.206341527888587173e+00
-3.102040816326530503e+00 1.843265893853841986e+00 2.581846650212480831e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932824e+00 1.206341527888587173e+00
-3.020408163265305923e+00 1.865745328337603981e+00 2.559367215728718392e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932380e+00 1.206341527888586729e+00
