-2.938775510204081787e+00 1.888224762821365976e+00 2.536887781244956841e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932824e+00 1.206341527888586951e+00
-2.857142857142857206e+00 1.910704197305128638e+00 2.514408346761193958e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888587173e+00
-2.775510204081633070e+00 1.933183631788890411e+00 2.491928912277432850e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888587173e+00
-2.693877551020408490e+00 1.955663066272652628e+00 2.469449477793670411e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932824e+00 1.206341527888586951e+00
-2.612244897959183909e+00 1.978142500756414179e+00 2.446970043309908860e+00 1.410518233160104273e+00 1.252975222669801880e+00 1.089290522380932380e+00 1.206341527888586729e+00
-2.530612244897959329e+00 2.000621935240176619e+00 2.424490608826146421e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-2.448979591836734748e+00 2.023101369723939058e+00 2.402011174342383981e+00 1.410518233160104273e+00 1.252975222669802546e+00 1.089290522380933268e+00 1.206341527888587173e+00
-2.367346938775510168e+00 2.045580804207701053e+00 2.379531739858621986e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932824e+00 1.206341527888586951e+00
-2.285714285714285587e+00 2.068060238691463049e+00 2.357052305374859991e+00 1.410518233160104273e+00 1.252975222669801880e+00 1.089290522380932824e+00 1.206341527888586951e+00
-2.204081632653061451e+00 2.090539673175225488e+00 2.334572870891097551e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-2.122448979591836871e+00 2.113019107658987927e+00 2.312093436407335112e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-2.040816326530612290e+00 2.135498542142749479e+00 2.289614001923573561e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932824e+00 1.206341527888587173e+00
-1.959183673469387710e+00 2.157977976626511918e+00 2.267134567439811121e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932824e+00 1.206341527888587173e+00
-1.877551020408163573e+00 2.180457411110273469e+00 2.244655132956049570e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932602e+00 1.206341527888586729e+00
-1.795918367346938993e+00 2.202936845594035908e+00 2.222175698472287131e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586729e+00
-1.714285714285714413e+00 2.225416280077798348e+00 2.199696263988524692e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933046e+00 1.206341527888586951e+00
-1.632653061224489832e+00 2.247895714561560343e+00 2.177216829504762696e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932602e+00 1.206341527888587173e+00
-1.551020408163265696e+00 2.270375149045322338e+00 2.154737395021000701e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888587173e+00
-1.469387755102041115e+00 2.292854583529084334e+00 2.132257960537238706e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932602e+00 1.206341527888586729e+00
-1.387755102040816535e+00 2.315334018012846329e+00 2.109778526053476710e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933046e+00 1.206341527888586729e+00
-1.306122448979591955e+00 2.337813452496608768e+00 2.087299091569714271e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-1.224489795918367374e+00 2.360292886980371208e+00 2.064819657085951832e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932602e+00 1.206341527888587173e+00
-1.142857142857143238e+00 2.382772321464132759e+00 2.042340222602190281e+00 1.410518233160104273e+00 1.252975222669801880e+00 1.089290522380932824e+00 1.206341527888586729e+00
-1.061224489795918657e+00 2.405251755947895198e+00 2.019860788118427841e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380932380e+00 1.206341527888586729e+00
-9.795918367346940769e-01 2.427731190431657193e+00 1.997381353634665846e+00 1.410518233160104273e+00 1.252975222669802768e+00 1.089290522380933046e+00 1.206341527888586729e+00
-8.979591836734694965e-01 2.450210624915419633e+00 1.974901919150903629e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-8.163265306122453602e-01 2.472690059399181628e+00 1.952422484667141189e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-7.346938775510207797e-01 2.495169493882943179e+00 1.929943050183379860e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586729e+00
-6.530612244897961993e-01 2.517648928366706063e+00 1.907463615699616977e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933268e+00 1.206341527888587173e+00
-5.714285714285716189e-01 2.540128362850467170e+00 1.884984181215855648e+00 1.410518233160104273e+00 1.252975222669802102e+00 1.089290522380933046e+00 1.206341527888586951e+00
-4.897959183673470385e-01 2.562607797334230497e+00 1.862504746732092764e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-4.081632653061229021e-01 2.585087231817992048e+00 1.840025312248331213e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932824e+00 1.206341527888586951e+00
-3.265306122448983217e-01 2.607566666301754044e+00 1.817545877764568996e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932602e+00 1.206341527888587173e+00
-2.448979591836737413e-01 2.630046100785516927e+00 1.795066443280806112e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380933268e+00 1.206341527888587173e+00
-1.632653061224491609e-01 2.652525535269278034e+00 1.772587008797044783e+00 1.410518233160104273e+00 1.252975222669801658e+00 1.089290522380931936e+00 1.206341527888586507e+00
-8.163265306122458043e-02 2.675004969753040474e+00 1.750107574313282788e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932602e+00 1.206341527888586507e+00
0.000000000000000000e+00 2.697484404236802469e+00 1.727628139829520570e+00 1.410518233160104273e+00 1.252975222669802324e+00 1.089290522380932380e+00 1.206341527888586729e+00
